district_code,area_type,age_group,total_persons,male_persons,female_persons,total_illiterate,male_illiterate,female_illiterate,total_literate,male_literate,female_literate,persons_check,illiterate_check,literate_check,is_valid,state_name
448,total,all ages,570465,294838,275627,217915,91031,126884,352550,203807,148743,0,0,0,True,madhya_pradesh
448,rural,all ages,451101,233312,217789,189872,79272,110600,261229,154040,107189,0,0,0,True,madhya_pradesh
448,urban,all ages,119364,61526,57838,28043,11759,16284,91321,49767,41554,0,0,0,True,madhya_pradesh
449,total,all ages,1241350,648725,592625,430706,179526,251180,810644,469199,341445,0,0,0,True,madhya_pradesh
449,rural,all ages,851364,445062,406302,341153,141973,199180,510211,303089,207122,0,0,0,True,madhya_pradesh
449,urban,all ages,389986,203663,186323,89553,37553,52000,300433,166110,134323,0,0,0,True,madhya_pradesh
450,total,all ages,1292042,662013,630029,501269,201430,299839,790773,460583,330190,0,0,0,True,madhya_pradesh
450,rural,all ages,1028499,525188,503311,435547,173348,262199,592952,351840,241112,0,0,0,True,madhya_pradesh
450,urban,all ages,263543,136825,126718,65722,28082,37640,197821,108743,89078,0,0,0,True,madhya_pradesh
451,total,all ages,2463289,1277278,1186011,706821,296971,409850,1756468,980307,776161,0,0,0,True,madhya_pradesh
451,rural,all ages,1023255,527031,496224,385431,155686,229745,637824,371345,266479,0,0,0,True,madhya_pradesh
451,urban,all ages,1440034,750247,689787,321390,141285,180105,1118644,608962,509682,0,0,0,True,madhya_pradesh
452,total,all ages,1091854,568810,523044,373069,155319,217750,718785,413491,305294,0,0,0,True,madhya_pradesh
452,rural,all ages,888314,462699,425615,326227,134965,191262,562087,327734,234353,0,0,0,True,madhya_pradesh
452,urban,all ages,203540,106111,97429,46842,20354,26488,156698,85757,70941,0,0,0,True,madhya_pradesh
453,total,all ages,704524,351913,352611,325810,129154,196656,378714,222759,155955,0,0,0,True,madhya_pradesh
453,rural,all ages,672206,335393,336813,317364,125861,191503,354842,209532,145310,0,0,0,True,madhya_pradesh
453,urban,all ages,32318,16520,15798,8446,3293,5153,23872,13227,10645,0,0,0,True,madhya_pradesh
454,total,all ages,1054905,525272,529633,449943,177239,272704,604962,348033,256929,0,0,0,True,madhya_pradesh
454,rural,all ages,924716,459151,465565,420991,165398,255593,503725,293753,209972,0,0,0,True,madhya_pradesh
454,urban,all ages,130189,66121,64068,28952,11841,17111,101237,54280,46957,0,0,0,True,madhya_pradesh
455,total,all ages,2090922,1064468,1026454,796724,333174,463550,1294198,731294,562904,0,0,0,True,madhya_pradesh
455,rural,all ages,1585739,806199,779540,677901,283766,394135,907838,522433,385405,0,0,0,True,madhya_pradesh
455,urban,all ages,505183,258269,246914,118823,49408,69415,386360,208861,177499,0,0,0,True,madhya_pradesh
456,total,all ages,1379131,695879,683252,514937,210538,304399,864194,485341,378853,0,0,0,True,madhya_pradesh
456,rural,all ages,1215241,612314,602927,480873,196209,284664,734368,416105,318263,0,0,0,True,madhya_pradesh
456,urban,all ages,163890,83565,80325,34064,14329,19735,129826,69236,60590,0,0,0,True,madhya_pradesh
457,total,all ages,1701698,842178,859520,554075,215710,338365,1147623,626468,521155,0,0,0,True,madhya_pradesh
457,rural,all ages,1456882,719794,737088,496664,192705,303959,960218,527089,433129,0,0,0,True,madhya_pradesh
457,urban,all ages,244816,122384,122432,57411,23005,34406,187405,99379,88026,0,0,0,True,madhya_pradesh
458,total,all ages,1241519,649362,592157,587539,248825,338714,653980,400537,253443,0,0,0,True,madhya_pradesh
458,rural,all ages,928844,486127,442717,481674,204634,277040,447170,281493,165677,0,0,0,True,madhya_pradesh
458,urban,all ages,312675,163235,149440,105865,44191,61674,206810,119044,87766,0,0,0,True,madhya_pradesh
459,total,all ages,845071,443837,401234,375962,153533,222429,469109,290304,178805,0,0,0,True,madhya_pradesh
459,rural,all ages,691387,363411,327976,325073,132685,192388,366314,230726,135588,0,0,0,True,madhya_pradesh
459,urban,all ages,153684,80426,73258,50889,20848,30041,102795,59578,43217,0,0,0,True,madhya_pradesh
460,total,all ages,1066063,540021,526042,461869,191260,270609,604194,348761,255433,0,0,0,True,madhya_pradesh
460,rural,all ages,846463,426583,419880,403762,167552,236210,442701,259031,183670,0,0,0,True,madhya_pradesh
460,urban,all ages,219600,113438,106162,58107,23708,34399,161493,89730,71763,0,0,0,True,madhya_pradesh
461,total,all ages,749237,379114,370123,312642,124994,187648,436595,254120,182475,0,0,0,True,madhya_pradesh
461,rural,all ages,543996,272030,271966,253103,101377,151726,290893,170653,120240,0,0,0,True,madhya_pradesh
461,urban,all ages,205241,107084,98157,59539,23617,35922,145702,83467,62235,0,0,0,True,madhya_pradesh
462,total,all ages,1127033,575912,551121,526248,222882,303366,600785,353030,247755,0,0,0,True,madhya_pradesh
462,rural,all ages,1033912,527378,506534,496157,210229,285928,537755,317149,220606,0,0,0,True,madhya_pradesh
462,urban,all ages,93121,48534,44587,30091,12653,17438,63030,35881,27149,0,0,0,True,madhya_pradesh
463,total,all ages,1178273,613637,564636,593219,253714,339505,585054,359923,225131,0,0,0,True,madhya_pradesh
463,rural,all ages,951487,493324,458163,514423,220809,293614,437064,272515,164549,0,0,0,True,madhya_pradesh
463,urban,all ages,226786,120313,106473,78796,32905,45891,147990,87408,60582,0,0,0,True,madhya_pradesh
464,total,all ages,1025048,515023,510025,672967,300441,372526,352081,214582,137499,0,0,0,True,madhya_pradesh
464,rural,all ages,933065,467468,465597,646834,289487,357347,286231,177981,108250,0,0,0,True,madhya_pradesh
464,urban,all ages,91983,47555,44428,26133,10954,15179,65850,36601,29249,0,0,0,True,madhya_pradesh
465,total,all ages,728999,362542,366457,519245,241637,277608,209754,120905,88849,0,0,0,True,madhya_pradesh
465,rural,all ages,671925,333593,338332,501113,234019,267094,170812,99574,71238,0,0,0,True,madhya_pradesh
465,urban,all ages,57074,28949,28125,18132,7618,10514,38942,21331,17611,0,0,0,True,madhya_pradesh
466,total,all ages,1310061,674329,635732,578446,242070,336376,731615,432259,299356,0,0,0,True,madhya_pradesh
466,rural,all ages,1050625,541183,509442,509636,212280,297356,540989,328903,212086,0,0,0,True,madhya_pradesh
466,urban,all ages,259436,133146,126290,68810,29790,39020,190626,103356,87270,0,0,0,True,madhya_pradesh
467,total,all ages,757847,388504,369343,349168,155431,193737,408679,233073,175606,0,0,0,True,madhya_pradesh
467,rural,all ages,497560,254978,242582,268376,119482,148894,229184,135496,93688,0,0,0,True,madhya_pradesh
467,urban,all ages,260287,133526,126761,80792,35949,44843,179495,97577,81918,0,0,0,True,madhya_pradesh
497,total,all ages,1648295,833170,815125,741786,321071,420715,906509,512099,394410,0,0,0,True,maharashtra
497,rural,all ages,1372821,687671,685150,676561,292357,384204,696260,395314,300946,0,0,0,True,maharashtra
497,urban,all ages,275474,145499,129975,65225,28714,36511,210249,116785,93464,0,0,0,True,maharashtra
498,total,all ages,2050862,1054031,996831,756946,330643,426303,1293916,723388,570528,0,0,0,True,maharashtra
498,rural,all ages,1479826,758916,720910,622386,269438,352948,857440,489478,367962,0,0,0,True,maharashtra
498,urban,all ages,571036,295115,275921,134560,61205,73355,436476,233910,202566,0,0,0,True,maharashtra
499,total,all ages,4229917,2197365,2032552,1338035,568142,769893,2891882,1629223,1262659,0,0,0,True,maharashtra
499,rural,all ages,2887206,1500514,1386692,1009644,420264,589380,1877562,1080250,797312,0,0,0,True,maharashtra
499,urban,all ages,1342711,696851,645860,328391,147878,180513,1014320,548973,465347,0,0,0,True,maharashtra
500,total,all ages,2586258,1337560,1248698,706384,288668,417716,1879874,1048892,830982,0,0,0,True,maharashtra
500,rural,all ages,2037398,1055242,982156,586640,236671,349969,1450758,818571,632187,0,0,0,True,maharashtra
500,urban,all ages,548860,282318,266542,119744,51997,67747,429116,230321,198795,0,0,0,True,maharashtra
501,total,all ages,1813906,932334,881572,402625,173357,229268,1411281,758977,652304,0,0,0,True,maharashtra
501,rural,all ages,1094165,563933,530232,264810,110789,154021,829355,453144,376211,0,0,0,True,maharashtra
501,urban,all ages,719741,368401,351340,137815,62568,75247,581926,305833,276093,0,0,0,True,maharashtra
502,total,all ages,1197160,620302,576858,327243,132599,194644,869917,487703,382214,0,0,0,True,maharashtra
502,rural,all ages,985747,511727,474020,278991,111243,167748,706756,400484,306272,0,0,0,True,maharashtra
502,urban,all ages,211413,108575,102838,48252,21356,26896,163161,87219,75942,0,0,0,True,maharashtra
503,total,all ages,2888445,1480768,1407677,636570,273664,362906,2251875,1207104,1044771,0,0,0,True,maharashtra
503,rural,all ages,1851158,950633,900525,450463,188968,261495,1400695,761665,639030,0,0,0,True,maharashtra
503,urban,all ages,1037287,530135,507152,186107,84696,101411,851180,445439,405741,0,0,0,True,maharashtra
504,total,all ages,1300774,668385,632389,281316,115768,165548,1019458,552617,466841,0,0,0,True,maharashtra
504,rural,all ages,877474,451874,425600,212392,86676,125716,665082,365198,299884,0,0,0,True,maharashtra
504,urban,all ages,423300,216511,206789,68924,29092,39832,354376,187419,166957,0,0,0,True,maharashtra
505,total,all ages,4653570,2384975,2268595,979762,425755,554007,3673808,1959220,1714588,0,0,0,True,maharashtra
505,rural,all ages,1474811,758357,716454,401832,168530,233302,1072979,589827,483152,0,0,0,True,maharashtra
505,urban,all ages,3178759,1626618,1552141,577930,257225,320705,2600829,1369393,1231436,0,0,0,True,maharashtra
506,total,all ages,1200334,605520,594814,300474,116811,183663,899860,488709,411151,0,0,0,True,maharashtra
506,rural,all ages,966503,487484,479019,258175,99042,159133,708328,388442,319886,0,0,0,True,maharashtra
506,urban,all ages,233831,118036,115795,42299,17769,24530,191532,100267,91265,0,0,0,True,maharashtra
507,total,all ages,1322507,661554,660953,318264,118717,199547,1004243,542837,461406,0,0,0,True,maharashtra
507,rural,all ages,1096577,547934,548643,278156,102444,175712,818421,445490,372931,0,0,0,True,maharashtra
507,urban,all ages,225930,113620,112310,40108,16273,23835,185822,97347,88475,0,0,0,True,maharashtra
508,total,all ages,1072942,541328,531614,364577,146218,218359,708365,395110,313255,0,0,0,True,maharashtra
508,rural,all ages,954909,481290,473619,341138,136697,204441,613771,344593,269178,0,0,0,True,maharashtra
508,urban,all ages,118033,60038,57995,23439,9521,13918,94594,50517,44077,0,0,0,True,maharashtra
509,total,all ages,2204307,1123834,1080473,625692,251269,374423,1578615,872565,706050,0,0,0,True,maharashtra
509,rural,all ages,1428929,726106,702823,466535,184493,282042,962394,541613,420781,0,0,0,True,maharashtra
509,urban,all ages,775378,397728,377650,159157,66776,92381,616221,330952,285269,0,0,0,True,maharashtra
510,total,all ages,2772348,1419965,1352383,749774,303985,445789,2022574,1115980,906594,0,0,0,True,maharashtra
510,rural,all ages,2174195,1115148,1059047,638160,255467,382693,1536035,859681,676354,0,0,0,True,maharashtra
510,urban,all ages,598153,304817,293336,111614,48518,63096,486539,256299,230240,0,0,0,True,maharashtra
511,total,all ages,3361292,1730075,1631217,1171867,474853,697014,2189425,1255222,934203,0,0,0,True,maharashtra
511,rural,all ages,2447394,1258160,1189234,918077,366110,551967,1529317,892050,637267,0,0,0,True,maharashtra
511,urban,all ages,913898,471915,441983,253790,108743,145047,660108,363172,296936,0,0,0,True,maharashtra
512,total,all ages,1177345,606294,571051,386602,155743,230859,790743,450551,340192,0,0,0,True,maharashtra
512,rural,all ages,998612,514430,484182,340460,135733,204727,658152,378697,279455,0,0,0,True,maharashtra
512,urban,all ages,178733,91864,86869,46142,20010,26132,132591,71854,60737,0,0,0,True,maharashtra
513,total,all ages,1836086,942870,893216,678272,276579,401693,1157814,666291,491523,0,0,0,True,maharashtra
513,rural,all ages,1266280,651886,614394,502832,201190,301642,763448,450696,312752,0,0,0,True,maharashtra
513,urban,all ages,569806,290984,278822,175440,75389,100051,394366,215595,178771,0,0,0,True,maharashtra
514,total,all ages,1959046,1011473,947573,763523,312045,451478,1195523,699428,496095,0,0,0,True,maharashtra
514,rural,all ages,1581617,817279,764338,650103,262609,387494,931514,554670,376844,0,0,0,True,maharashtra
514,urban,all ages,377429,194194,183235,113420,49436,63984,264009,144758,119251,0,0,0,True,maharashtra
515,total,all ages,3701282,1924469,1776813,1197445,493533,703912,2503837,1430936,1072901,0,0,0,True,maharashtra
515,rural,all ages,2081112,1081825,999287,787782,313414,474368,1293330,768411,524919,0,0,0,True,maharashtra
515,urban,all ages,1620170,842644,777526,409663,180119,229544,1210507,662525,547982,0,0,0,True,maharashtra
516,total,all ages,6107187,3157186,2950001,1761821,759648,1002173,4345366,2397538,1947828,0,0,0,True,maharashtra
516,rural,all ages,3509814,1804712,1705102,1183382,498248,685134,2326432,1306464,1019968,0,0,0,True,maharashtra
516,urban,all ages,2597373,1352474,1244899,578439,261400,317039,2018934,1091074,927860,0,0,0,True,maharashtra
517,total,all ages,11060148,5865078,5195070,2832987,1273682,1559305,8227161,4591396,3635765,0,0,0,True,maharashtra
517,rural,all ages,2545470,1300136,1245334,1005585,416726,588859,1539885,883410,656475,0,0,0,True,maharashtra
517,urban,all ages,8514678,4564942,3949736,1827402,856956,970446,6687276,3707986,2979290,0,0,0,True,maharashtra
518,total,all ages,9356962,5031323,4325639,1781477,808294,973183,7575485,4223029,3352456,0,0,0,True,maharashtra
518,rural,all ages,0,0,0,0,0,0,0,0,0,0,0,0,True,maharashtra
518,urban,all ages,9356962,5031323,4325639,1781477,808294,973183,7575485,4223029,3352456,0,0,0,True,maharashtra
519,total,all ages,3085411,1684608,1400803,576389,273928,302461,2509022,1410680,1098342,0,0,0,True,maharashtra
519,rural,all ages,0,0,0,0,0,0,0,0,0,0,0,0,True,maharashtra
519,urban,all ages,3085411,1684608,1400803,576389,273928,302461,2509022,1410680,1098342,0,0,0,True,maharashtra
520,total,all ages,2634200,1344345,1289855,694206,284653,409553,1939994,1059692,880302,0,0,0,True,maharashtra
520,rural,all ages,1664005,836996,827009,501114,197295,303819,1162891,639701,523190,0,0,0,True,maharashtra
520,urban,all ages,970195,507349,462846,193092,87358,105734,777103,419991,357112,0,0,0,True,maharashtra
521,total,all ages,9429408,4924105,4505303,2257685,983895,1273790,7171723,3940210,3231513,0,0,0,True,maharashtra
521,rural,all ages,3678226,1903440,1774786,1056004,431249,624755,2622222,1472191,1150031,0,0,0,True,maharashtra
521,urban,all ages,5751182,3020665,2730517,1201681,552646,649035,4549501,2468019,2081482,0,0,0,True,maharashtra
522,total,all ages,4543159,2342825,2200334,1391269,569470,821799,3151890,1773355,1378535,0,0,0,True,maharashtra
522,rural,all ages,3630542,1872907,1757635,1185395,480016,705379,2445147,1392891,1052256,0,0,0,True,maharashtra
522,urban,all ages,912617,469918,442699,205874,89454,116420,706743,380464,326279,0,0,0,True,maharashtra
523,total,all ages,2585049,1349106,1235943,866542,361921,504621,1718507,987185,731322,0,0,0,True,maharashtra
523,rural,all ages,2070751,1082978,987773,735162,305141,430021,1335589,777837,557752,0,0,0,True,maharashtra
523,urban,all ages,514298,266128,248170,131380,56780,74600,382918,209348,173570,0,0,0,True,maharashtra
524,total,all ages,2454196,1273140,1181056,803524,340708,462816,1650672,932432,718240,0,0,0,True,maharashtra
524,rural,all ages,1829216,949707,879509,634371,266458,367913,1194845,683249,511596,0,0,0,True,maharashtra
524,urban,all ages,624980,323433,301547,169153,74250,94903,455827,249183,206644,0,0,0,True,maharashtra
525,total,all ages,1657576,861535,796041,519766,217231,302535,1137810,644304,493506,0,0,0,True,maharashtra
525,rural,all ages,1376519,716237,660282,450497,187494,263003,926022,528743,397279,0,0,0,True,maharashtra
525,urban,all ages,281057,145298,135759,69269,29737,39532,211788,115561,96227,0,0,0,True,maharashtra
526,total,all ages,4317756,2227852,2089904,1407080,576586,830494,2910676,1651266,1259410,0,0,0,True,maharashtra
526,rural,all ages,2918665,1518343,1400322,1035877,427258,608619,1882788,1091085,791703,0,0,0,True,maharashtra
526,urban,all ages,1399091,709509,689582,371203,149328,221875,1027888,560181,467707,0,0,0,True,maharashtra
527,total,all ages,3003741,1510842,1492899,778047,309808,468239,2225694,1201034,1024660,0,0,0,True,maharashtra
527,rural,all ages,2433363,1219749,1213614,662613,258950,403663,1770750,960799,809951,0,0,0,True,maharashtra
527,urban,all ages,570378,291093,279285,115434,50858,64576,454944,240235,214709,0,0,0,True,maharashtra
528,total,all ages,1615069,761121,853948,415677,142109,273568,1199392,619012,580380,0,0,0,True,maharashtra
528,rural,all ages,1351346,630213,721133,371989,123014,248975,979357,507199,472158,0,0,0,True,maharashtra
528,urban,all ages,263723,130908,132815,43688,19095,24593,220035,111813,108222,0,0,0,True,maharashtra
529,total,all ages,849651,417332,432319,183584,69043,114541,666067,348289,317778,0,0,0,True,maharashtra
529,rural,all ages,742645,363268,379377,166372,61157,105215,576273,302111,274162,0,0,0,True,maharashtra
529,urban,all ages,107006,54064,52942,17212,7886,9326,89794,46178,43616,0,0,0,True,maharashtra
530,total,all ages,3876001,1980658,1895343,1050156,420898,629258,2825845,1559760,1266085,0,0,0,True,maharashtra
530,rural,all ages,2645992,1348815,1297177,792123,309100,483023,1853869,1039715,814154,0,0,0,True,maharashtra
530,urban,all ages,1230009,631843,598166,258033,111798,146235,971976,520045,451931,0,0,0,True,maharashtra
531,total,all ages,2822143,1435728,1386415,772676,314178,458498,2049467,1121550,927917,0,0,0,True,maharashtra
531,rural,all ages,2102786,1071124,1031662,607692,243318,364374,1495094,827806,667288,0,0,0,True,maharashtra
531,urban,all ages,719357,364604,354753,164984,70860,94124,554373,293744,260629,0,0,0,True,maharashtra
1,total,all ages,870354,474190,396164,430700,191367,239333,439654,282823,156831,0,0,0,True,jammu_and_kashmir
1,rural,all ages,765625,412038,353587,390627,173253,217374,374998,238785,136213,0,0,0,True,jammu_and_kashmir
1,urban,all ages,104729,62152,42577,40073,18114,21959,64656,44038,20618,0,0,0,True,jammu_and_kashmir
2,total,all ages,753745,398041,355704,418096,190300,227796,335649,207741,127908,0,0,0,True,jammu_and_kashmir
2,rural,all ages,655833,343385,312448,377568,172744,204824,278265,170641,107624,0,0,0,True,jammu_and_kashmir
2,urban,all ages,97912,54656,43256,40528,17556,22972,57384,37100,20284,0,0,0,True,jammu_and_kashmir
3,total,all ages,133487,78971,54516,39717,16137,23580,93770,62834,30936,0,0,0,True,jammu_and_kashmir
3,rural,all ages,87816,48411,39405,31027,12349,18678,56789,36062,20727,0,0,0,True,jammu_and_kashmir
3,urban,all ages,45671,30560,15111,8690,3788,4902,36981,26772,10209,0,0,0,True,jammu_and_kashmir
4,total,all ages,140802,77785,63017,54566,21484,33082,86236,56301,29935,0,0,0,True,jammu_and_kashmir
4,rural,all ages,124464,67703,56761,50568,20029,30539,73896,47674,26222,0,0,0,True,jammu_and_kashmir
4,urban,all ages,16338,10082,6256,3998,1455,2543,12340,8627,3713,0,0,0,True,jammu_and_kashmir
5,total,all ages,476835,251899,224936,215111,88566,126545,261724,163333,98391,0,0,0,True,jammu_and_kashmir
5,rural,all ages,438205,229774,208431,206664,85058,121606,231541,144716,86825,0,0,0,True,jammu_and_kashmir
5,urban,all ages,38630,22125,16505,8447,3508,4939,30183,18617,11566,0,0,0,True,jammu_and_kashmir
6,total,all ages,642415,345351,297064,278306,120882,157424,364109,224469,139640,0,0,0,True,jammu_and_kashmir
6,rural,all ages,590101,310748,279353,268891,116635,152256,321210,194113,127097,0,0,0,True,jammu_and_kashmir
6,urban,all ages,52314,34603,17711,9415,4247,5168,42899,30356,12543,0,0,0,True,jammu_and_kashmir
7,total,all ages,616435,326109,290326,227231,97610,129621,389204,228499,160705,0,0,0,True,jammu_and_kashmir
7,rural,all ages,526722,278126,248596,206358,88251,118107,320364,189875,130489,0,0,0,True,jammu_and_kashmir
7,urban,all ages,89713,47983,41730,20873,9359,11514,68840,38624,30216,0,0,0,True,jammu_and_kashmir
8,total,all ages,1008039,534733,473306,462890,197563,265327,545149,337170,207979,0,0,0,True,jammu_and_kashmir
8,rural,all ages,825539,432399,393140,402346,171519,230827,423193,260880,162313,0,0,0,True,jammu_and_kashmir
8,urban,all ages,182500,102334,80166,60544,26044,34500,121956,76290,45666,0,0,0,True,jammu_and_kashmir
9,total,all ages,392232,207680,184552,206253,90622,115631,185979,117058,68921,0,0,0,True,jammu_and_kashmir
9,rural,all ages,326871,172263,154608,178684,79030,99654,148187,93233,54954,0,0,0,True,jammu_and_kashmir
9,urban,all ages,65361,35417,29944,27569,11592,15977,37792,23825,13967,0,0,0,True,jammu_and_kashmir
10,total,all ages,1236829,651124,585705,488245,219378,268867,748584,431746,316838,0,0,0,True,jammu_and_kashmir
10,rural,all ages,17313,8916,8397,9385,4104,5281,7928,4812,3116,0,0,0,True,jammu_and_kashmir
10,urban,all ages,1219516,642208,577308,478860,215274,263586,740656,426934,313722,0,0,0,True,jammu_and_kashmir
11,total,all ages,297446,158720,138726,154170,68139,86031,143276,90581,52695,0,0,0,True,jammu_and_kashmir
11,rural,all ages,250407,133715,116692,132927,58831,74096,117480,74884,42596,0,0,0,True,jammu_and_kashmir
11,urban,all ages,47039,25005,22034,21243,9308,11935,25796,15697,10099,0,0,0,True,jammu_and_kashmir
12,total,all ages,560440,293064,267376,266482,114738,151744,293958,178326,115632,0,0,0,True,jammu_and_kashmir
12,rural,all ages,479978,248096,231882,234799,100867,133932,245179,147229,97950,0,0,0,True,jammu_and_kashmir
12,urban,all ages,80462,44968,35494,31683,13871,17812,48779,31097,17682,0,0,0,True,jammu_and_kashmir
13,total,all ages,266215,136480,129735,129715,56125,73590,136500,80355,56145,0,0,0,True,jammu_and_kashmir
13,rural,all ages,249855,127161,122694,124599,53895,70704,125256,73266,51990,0,0,0,True,jammu_and_kashmir
13,urban,all ages,16360,9319,7041,5116,2230,2886,11244,7089,4155,0,0,0,True,jammu_and_kashmir
14,total,all ages,1078692,559767,518925,533160,235350,297810,545532,324417,221115,0,0,0,True,jammu_and_kashmir
14,rural,all ages,795805,411012,384793,419946,185999,233947,375859,225013,150846,0,0,0,True,jammu_and_kashmir
14,urban,all ages,282887,148755,134132,113214,49351,63863,169673,99404,70269,0,0,0,True,jammu_and_kashmir
15,total,all ages,424483,217620,206863,215398,92568,122830,209085,125052,84033,0,0,0,True,jammu_and_kashmir
15,rural,all ages,343870,175574,168296,180758,78331,102427,163112,97243,65869,0,0,0,True,jammu_and_kashmir
15,urban,all ages,80613,42046,38567,34640,14237,20403,45973,27809,18164,0,0,0,True,jammu_and_kashmir
16,total,all ages,409936,213641,196295,190853,75021,115832,219083,138620,80463,0,0,0,True,jammu_and_kashmir
16,rural,all ages,377247,195430,181817,182697,71611,111086,194550,123819,70731,0,0,0,True,jammu_and_kashmir
16,urban,all ages,32689,18211,14478,8156,3410,4746,24533,14801,9732,0,0,0,True,jammu_and_kashmir
17,total,all ages,283713,149132,134581,159648,66194,93454,124065,82938,41127,0,0,0,True,jammu_and_kashmir
17,rural,all ages,271902,142317,129585,156708,64965,91743,115194,77352,37842,0,0,0,True,jammu_and_kashmir
17,urban,all ages,11811,6815,4996,2940,1229,1711,8871,5586,3285,0,0,0,True,jammu_and_kashmir
18,total,all ages,230696,120165,110531,123190,51465,71725,107506,68700,38806,0,0,0,True,jammu_and_kashmir
18,rural,all ages,215831,111986,103845,119719,50052,69667,96112,61934,34178,0,0,0,True,jammu_and_kashmir
18,urban,all ages,14865,8179,6686,3471,1413,2058,11394,6766,4628,0,0,0,True,jammu_and_kashmir
19,total,all ages,554985,296784,258201,232631,99241,133390,322354,197543,124811,0,0,0,True,jammu_and_kashmir
19,rural,all ages,446777,232974,213803,209895,88908,120987,236882,144066,92816,0,0,0,True,jammu_and_kashmir
19,urban,all ages,108208,63810,44398,22736,10333,12403,85472,53477,31995,0,0,0,True,jammu_and_kashmir
20,total,all ages,314667,166461,148206,164125,72524,91601,150542,93937,56605,0,0,0,True,jammu_and_kashmir
20,rural,all ages,287671,151481,136190,156343,68979,87364,131328,82502,48826,0,0,0,True,jammu_and_kashmir
20,urban,all ages,26996,14980,12016,7782,3545,4237,19214,11435,7779,0,0,0,True,jammu_and_kashmir
21,total,all ages,1529958,813821,716137,392823,171905,220918,1137135,641916,495219,0,0,0,True,jammu_and_kashmir
21,rural,all ages,764945,401603,363342,240064,103403,136661,524881,298200,226681,0,0,0,True,jammu_and_kashmir
21,urban,all ages,765013,412218,352795,152759,68502,84257,612254,343716,268538,0,0,0,True,jammu_and_kashmir
22,total,all ages,318898,169124,149774,90759,38812,51947,228139,130312,97827,0,0,0,True,jammu_and_kashmir
22,rural,all ages,265283,139365,125918,79537,33915,45622,185746,105450,80296,0,0,0,True,jammu_and_kashmir
22,urban,all ages,53615,29759,23856,11222,4897,6325,42393,24862,17531,0,0,0,True,jammu_and_kashmir
23,total,all ages,519080,261320,257760,195238,75256,119982,323842,186064,137778,0,0,0,True,himachal_pradesh
23,rural,all ages,482972,241963,241009,189289,72692,116597,293683,169271,124412,0,0,0,True,himachal_pradesh
23,urban,all ages,36108,19357,16751,5949,2564,3385,30159,16793,13366,0,0,0,True,himachal_pradesh
24,total,all ages,1510075,750591,759484,357435,144148,213287,1152640,606443,546197,0,0,0,True,himachal_pradesh
24,rural,all ages,1423794,705365,718429,341352,136801,204551,1082442,568564,513878,0,0,0,True,himachal_pradesh
24,urban,all ages,86281,45226,41055,16083,7347,8736,70198,37879,32319,0,0,0,True,himachal_pradesh
25,total,all ages,31564,16588,14976,9719,3691,6028,21845,12897,8948,0,0,0,True,himachal_pradesh
25,rural,all ages,31564,16588,14976,9719,3691,6028,21845,12897,8948,0,0,0,True,himachal_pradesh
25,urban,all ages,0,0,0,0,0,0,0,0,0,0,0,0,True,himachal_pradesh
26,total,all ages,437903,225452,212451,130231,50902,79329,307672,174550,133122,0,0,0,True,himachal_pradesh
26,rural,all ages,396512,203269,193243,121771,47002,74769,274741,156267,118474,0,0,0,True,himachal_pradesh
26,urban,all ages,41391,22183,19208,8460,3900,4560,32931,18283,14648,0,0,0,True,himachal_pradesh
27,total,all ages,999777,498065,501712,276030,104396,171634,723747,393669,330078,0,0,0,True,himachal_pradesh
27,rural,all ages,937140,466050,471090,265552,99655,165897,671588,366395,305193,0,0,0,True,himachal_pradesh
27,urban,all ages,62637,32015,30622,10478,4741,5737,52159,27274,24885,0,0,0,True,himachal_pradesh
28,total,all ages,454768,217070,237698,96677,36515,60162,358091,180555,177536,0,0,0,True,himachal_pradesh
28,rural,all ages,423338,200748,222590,91619,34265,57354,331719,166483,165236,0,0,0,True,himachal_pradesh
28,urban,all ages,31430,16322,15108,5058,2250,2808,26372,14072,12300,0,0,0,True,himachal_pradesh
29,total,all ages,521173,263692,257481,121458,50411,71047,399715,213281,186434,0,0,0,True,himachal_pradesh
29,rural,all ages,476260,240254,236006,111279,45778,65501,364981,194476,170505,0,0,0,True,himachal_pradesh
29,urban,all ages,44913,23438,21475,10179,4633,5546,34734,18805,15929,0,0,0,True,himachal_pradesh
30,total,all ages,381956,192764,189192,94336,37165,57171,287620,155599,132021,0,0,0,True,himachal_pradesh
30,rural,all ages,356827,179653,177174,90011,35166,54845,266816,144487,122329,0,0,0,True,himachal_pradesh
30,urban,all ages,25129,13111,12018,4325,1999,2326,20804,11112,9692,0,0,0,True,himachal_pradesh
31,total,all ages,580320,308754,271566,151742,64382,87360,428578,244372,184206,0,0,0,True,himachal_pradesh
31,rural,all ages,478173,249736,228437,132099,54525,77574,346074,195211,150863,0,0,0,True,himachal_pradesh
31,urban,all ages,102147,59018,43129,19643,9857,9786,82504,49161,33343,0,0,0,True,himachal_pradesh
32,total,all ages,529855,276289,253566,167210,70672,96538,362645,205617,157028,0,0,0,True,himachal_pradesh
32,rural,all ages,472690,246175,226515,156254,65564,90690,316436,180611,135825,0,0,0,True,himachal_pradesh
32,urban,all ages,57165,30114,27051,10956,5108,5848,46209,25006,21203,0,0,0,True,himachal_pradesh
33,total,all ages,814010,425039,388971,201368,82193,119175,612642,342846,269796,0,0,0,True,himachal_pradesh
